vagrant@vagrant-ubuntu-trusty-64:/opt/stack/opendaylight$ sudo tail -f /var/log/ apache2/keystone.log & echo $! >/opt/stack/status/stack/key.pid; fg || echo "key  failed to start" | tee "/opt/stack/status/stack/key.failure"
[1] 17700
sudo tail -f /var/log/apache2/keystone.log
2015-11-11 22:30:51.997917 17558 WARNING keystone.server.common [-] debug is enabled so responses may include sensitive information.
2015-11-11 22:30:51.998319 17558 DEBUG mod_wsgi [-] ******************************************************************************** log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2247
2015-11-11 22:30:51.998538 17558 DEBUG mod_wsgi [-] Configuration options gathered from: log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2248
2015-11-11 22:30:51.998769 17558 DEBUG mod_wsgi [-] command line args: [] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2249
2015-11-11 22:30:51.999046 17558 DEBUG mod_wsgi [-] config files: ['/etc/keystone/keystone.conf'] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2250
2015-11-11 22:30:52.004040 17558 DEBUG mod_wsgi [-] logging_default_format_string  = %(process)d %(levelname)s %(name)s [-] %(instance)s%(message)s log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.004294 17558 DEBUG mod_wsgi [-] logging_exception_prefix       = %(process)d TRACE %(name)s %(instance)s log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.004540 17558 DEBUG mod_wsgi [-] max_param_size                 = 64 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.004779 17558 DEBUG mod_wsgi [-] max_project_tree_depth         = 5 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.005088 17558 DEBUG mod_wsgi [-] max_token_size                 = 16384 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.005338 17558 DEBUG mod_wsgi [-] member_role_id                 = 9fe2ff9ee4384b1894a90878d3e92bab log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.005587 17558 DEBUG mod_wsgi [-] member_role_name               = _member_ log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.005835 17558 DEBUG mod_wsgi [-] notification_format            = basic log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.006269 17558 DEBUG mod_wsgi [-] public_endpoint                = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.006474 17558 DEBUG mod_wsgi [-] publish_errors                 = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.006702 17558 DEBUG mod_wsgi [-] pydev_debug_host               = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.006932 17558 DEBUG mod_wsgi [-] pydev_debug_port               = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.007163 17558 DEBUG mod_wsgi [-] secure_proxy_ssl_header        = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.007401 17558 DEBUG mod_wsgi [-] standard_threads               = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.007641 17558 DEBUG mod_wsgi [-] strict_password_check          = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.008037 17558 DEBUG mod_wsgi [-] syslog_log_facility            = LOG_USER log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.008240 17558 DEBUG mod_wsgi [-] use_stderr                     = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.008451 17558 DEBUG mod_wsgi [-] use_syslog                     = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.008628 17558 DEBUG mod_wsgi [-] use_syslog_rfc_format          = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.008868 17558 DEBUG mod_wsgi [-] verbose                        = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.009102 17558 DEBUG mod_wsgi [-] watch_log_file                 = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2260
2015-11-11 22:30:52.009372 17558 DEBUG mod_wsgi [-] signing.ca_certs               = /etc/keystone/ssl/certs/ca.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.009629 17558 DEBUG mod_wsgi [-] signing.ca_key                 = /etc/keystone/ssl/private/cakey.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.009885 17558 DEBUG mod_wsgi [-] signing.cert_subject           = /C=US/ST=Unset/L=Unset/O=Unset/CN=www.example.com log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.010243 17558 DEBUG mod_wsgi [-] signing.certfile               = /etc/keystone/ssl/certs/signing_cert.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.010488 17558 DEBUG mod_wsgi [-] signing.key_size               = 2048 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.010744 17558 DEBUG mod_wsgi [-] signing.keyfile                = /etc/keystone/ssl/private/signing_key.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.010992 17558 DEBUG mod_wsgi [-] signing.valid_days             = 3650 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.011259 17558 DEBUG mod_wsgi [-] cache.backend                  = dogpile.cache.null log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.011498 17558 DEBUG mod_wsgi [-] cache.backend_argument         = **** log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.011695 17558 DEBUG mod_wsgi [-] cache.config_prefix            = cache.oslo log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.011948 17558 DEBUG mod_wsgi [-] cache.debug_cache_backend      = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.012130 17558 DEBUG mod_wsgi [-] cache.enabled                  = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.012366 17558 DEBUG mod_wsgi [-] cache.expiration_time          = 600 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.012612 17558 DEBUG mod_wsgi [-] cache.memcache_dead_retry      = 300 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.012796 17558 DEBUG mod_wsgi [-] cache.memcache_pool_connection_get_timeout = 10 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.013034 17558 DEBUG mod_wsgi [-] cache.memcache_pool_maxsize    = 10 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.013278 17558 DEBUG mod_wsgi [-] cache.memcache_pool_unused_timeout = 60 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.013541 17558 DEBUG mod_wsgi [-] cache.memcache_servers         = ['localhost:11211'] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.013782 17558 DEBUG mod_wsgi [-] cache.memcache_socket_timeout  = 3 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.014091 17558 DEBUG mod_wsgi [-] cache.proxies                  = [] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.014350 17558 DEBUG mod_wsgi [-] revoke.cache_time              = 3600 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.014604 17558 DEBUG mod_wsgi [-] revoke.caching                 = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.014865 17558 DEBUG mod_wsgi [-] revoke.driver                  = sql log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.015106 17558 DEBUG mod_wsgi [-] revoke.expiration_buffer       = 1800 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.015400 17558 DEBUG mod_wsgi [-] eventlet_server_ssl.ca_certs   = /etc/keystone/ssl/certs/ca.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.015648 17558 DEBUG mod_wsgi [-] eventlet_server_ssl.cert_required = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.015956 17558 DEBUG mod_wsgi [-] eventlet_server_ssl.certfile   = /etc/keystone/ssl/certs/keystone.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.016208 17558 DEBUG mod_wsgi [-] eventlet_server_ssl.enable     = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.016470 17558 DEBUG mod_wsgi [-] eventlet_server_ssl.keyfile    = /etc/keystone/ssl/private/keystonekey.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.016737 17558 DEBUG mod_wsgi [-] fernet_tokens.key_repository   = /etc/keystone/fernet-keys/ log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.016980 17558 DEBUG mod_wsgi [-] fernet_tokens.max_active_keys  = 3 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.017229 17558 DEBUG mod_wsgi [-] domain_config.cache_time       = 300 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.017469 17558 DEBUG mod_wsgi [-] domain_config.caching          = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.017722 17558 DEBUG mod_wsgi [-] domain_config.driver           = sql log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.017981 17558 DEBUG mod_wsgi [-] identity_mapping.backward_compatible_ids = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.018307 17558 DEBUG mod_wsgi [-] identity_mapping.driver        = sql log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.018562 17558 DEBUG mod_wsgi [-] identity_mapping.generator     = sha256 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.018810 17558 DEBUG mod_wsgi [-] trust.allow_redelegation       = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.019061 17558 DEBUG mod_wsgi [-] trust.driver                   = sql log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.019301 17558 DEBUG mod_wsgi [-] trust.enabled                  = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.019542 17558 DEBUG mod_wsgi [-] trust.max_redelegation_count   = 3 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.019945 17558 DEBUG mod_wsgi [-] saml.assertion_expiration_time = 3600 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.020200 17558 DEBUG mod_wsgi [-] saml.certfile                  = /etc/keystone/ssl/certs/signing_cert.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.020435 17558 DEBUG mod_wsgi [-] saml.idp_contact_company       = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.020677 17558 DEBUG mod_wsgi [-] saml.idp_contact_email         = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.020931 17558 DEBUG mod_wsgi [-] saml.idp_contact_name          = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.021180 17558 DEBUG mod_wsgi [-] saml.idp_contact_surname       = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.021415 17558 DEBUG mod_wsgi [-] saml.idp_contact_telephone     = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.021680 17558 DEBUG mod_wsgi [-] saml.idp_contact_type          = other log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.021915 17558 DEBUG mod_wsgi [-] saml.idp_entity_id             = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.022260 17558 DEBUG mod_wsgi [-] saml.idp_lang                  = en log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.022518 17558 DEBUG mod_wsgi [-] saml.idp_metadata_path         = /etc/keystone/saml2_idp_metadata.xml log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.022760 17558 DEBUG mod_wsgi [-] saml.idp_organization_display_name = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.022995 17558 DEBUG mod_wsgi [-] saml.idp_organization_name     = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.023234 17558 DEBUG mod_wsgi [-] saml.idp_organization_url      = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.023468 17558 DEBUG mod_wsgi [-] saml.idp_sso_endpoint          = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.023722 17558 DEBUG mod_wsgi [-] saml.keyfile                   = /etc/keystone/ssl/private/signing_key.pem log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.023987 17558 DEBUG mod_wsgi [-] saml.relay_state_prefix        = ss:mem: log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.024240 17558 DEBUG mod_wsgi [-] saml.xmlsec1_binary            = xmlsec1 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.024504 17558 DEBUG mod_wsgi [-] paste_deploy.config_file       = /etc/keystone/keystone-paste.ini log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.024772 17558 DEBUG mod_wsgi [-] tokenless_auth.issuer_attribute = SSL_CLIENT_I_DN log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.025024 17558 DEBUG mod_wsgi [-] tokenless_auth.protocol        = x509 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.025266 17558 DEBUG mod_wsgi [-] tokenless_auth.trusted_issuer  = [] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.025525 17558 DEBUG mod_wsgi [-] credential.driver              = sql log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.025768 17558 DEBUG mod_wsgi [-] role.cache_time                = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.026078 17558 DEBUG mod_wsgi [-] role.caching                   = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.026312 17558 DEBUG mod_wsgi [-] role.driver                    = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.026547 17558 DEBUG mod_wsgi [-] role.list_limit                = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.026840 17558 DEBUG mod_wsgi [-] ldap.alias_dereferencing       = default log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.027092 17558 DEBUG mod_wsgi [-] ldap.allow_subtree_delete      = False log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.027334 17558 DEBUG mod_wsgi [-] ldap.auth_pool_connection_lifetime = 60 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.027575 17558 DEBUG mod_wsgi [-] ldap.auth_pool_size            = 100 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.027849 17558 DEBUG mod_wsgi [-] ldap.chase_referrals           = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.028084 17558 DEBUG mod_wsgi [-] ldap.debug_level               = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.028362 17558 DEBUG mod_wsgi [-] ldap.dumb_member               = cn=dumb,dc=nonexistent log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.028603 17558 DEBUG mod_wsgi [-] ldap.group_additional_attribute_mapping = [] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.028847 17558 DEBUG mod_wsgi [-] ldap.group_allow_create        = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.029087 17558 DEBUG mod_wsgi [-] ldap.group_allow_delete        = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.029325 17558 DEBUG mod_wsgi [-] ldap.group_allow_update        = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.029566 17558 DEBUG mod_wsgi [-] ldap.group_attribute_ignore    = [] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.029820 17558 DEBUG mod_wsgi [-] ldap.group_desc_attribute      = description log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.030145 17558 DEBUG mod_wsgi [-] ldap.group_filter              = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.030411 17558 DEBUG mod_wsgi [-] ldap.group_id_attribute        = cn log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.030665 17558 DEBUG mod_wsgi [-] ldap.group_member_attribute    = member log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.030917 17558 DEBUG mod_wsgi [-] ldap.group_name_attribute      = ou log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.031170 17558 DEBUG mod_wsgi [-] ldap.group_objectclass         = groupOfNames log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.031405 17558 DEBUG mod_wsgi [-] ldap.group_tree_dn             = None log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.031647 17558 DEBUG mod_wsgi [-] ldap.page_size                 = 0 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.032029 17558 DEBUG mod_wsgi [-] ldap.password                  = **** log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.032271 17558 DEBUG mod_wsgi [-] ldap.pool_connection_lifetime  = 600 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.032511 17558 DEBUG mod_wsgi [-] ldap.pool_connection_timeout   = -1 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.032757 17558 DEBUG mod_wsgi [-] ldap.pool_retry_delay          = 0.1 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.033002 17558 DEBUG mod_wsgi [-] ldap.pool_retry_max            = 3 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.033252 17558 DEBUG mod_wsgi [-] ldap.pool_size                 = 10 log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.033501 17558 DEBUG mod_wsgi [-] ldap.project_additional_attribute_mapping = [] log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.033744 17558 DEBUG mod_wsgi [-] ldap.project_allow_create      = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
2015-11-11 22:30:52.034064 17558 DEBUG mod_wsgi [-] ldap.project_allow_delete      = True log_opt_values /usr/local/lib/python2.7/dist-packages/oslo_config/cfg.py:2268
